A,1983947754,-6.2762604,13.945053,1.863266,3
G,1984252930,0.3877411,0.46289063,-0.61628723,3
M,1986511231,17.338562,-57.614136,-34.251404,0
A,1994079590,-6.4723816,12.827103,3.1577454,3
G,1994415283,0.24971008,0.45555115,-1.1452942,3
M,2003967285,18.721008,-57.614136,-32.58667,0
A,2004455566,-6.786209,11.552231,4.589508,3
G,2004760742,0.23747253,0.7341156,-1.2589264,3
A,2014190674,-6.903885,10.39505,5.099457,3
G,2014526367,0.36088562,1.3009796,-0.9669342,3
M,2020080566,22.0047,-59.169006,-32.087708,0
A,2024261475,-4.099182,8.5121765,4.2953186,3
G,2024566650,0.5844574,1.7493591,-0.37561035,3
A,2034332275,-0.43148804,9.237869,-0.17651367,3
G,2034667969,0.8837738,1.7493591,-0.37561035,3
M,2036865234,23.042297,-58.13141,-30.090332,0
A,2044403076,1.470993,7.3746033,-2.0005493,3
G,2044708252,0.8837738,1.679718,-0.63583374,3
M,2054290772,23.73352,-58.824158,-32.087708,0
A,2054809570,2.3732147,6.57045,-3.1969604,3
G,2055114746,0.90089417,1.2191162,-1.2528076,3
A,2064514160,4.883713,7.708023,-5.6682434,3
G,2064819336,0.18128967,1.0053406,-1.0023499,3
M,2070434570,24.424744,-57.095337,-31.422424,0
A,2074615479,6.0605164,9.375153,-6.001663,3
G,2074951172,-0.054504395,0.88438416,-0.49290466,3
A,2084655762,5.138687,9.826263,-3.6873016,3
G,2084960938,-0.24507141,0.39935303,-0.40371704,3
M,2087219238,23.905945,-57.958984,-31.256104,0
A,2094787598,2.687027,9.414383,-0.5687866,3
G,2095092773,-0.6238098,-0.05267334,-0.5832977,3
M,2104675293,24.597168,-57.958984,-32.25403,0
A,2105133057,0.8041382,8.786758,1.7063599,3
G,2105438232,-0.8449402,-0.08932495,-0.64193726,3
A,2114898682,-0.49032593,8.531784,2.6674042,3
G,2115234375,-0.84129333,0.08659363,-0.49899292,3
M,2120788574,24.943542,-56.576538,-30.589294,0
A,2124938965,-1.1571808,8.747528,2.843933,3
G,2125244141,-0.6995697,0.24176025,-0.34996033,3
A,2135070801,-1.7651978,9.5516815,3.0989075,3
